texto,review_score,sentimento
O produto parece não te muita resistência,3,neutro
Ainda quero o produtoq que comprei ou a lannister deve devolver meu dinheiro.,1,negativo
"ultimamente estou com problema em compra no saite lannister.
agora esse carregador também não funciona correto espero ser atendido logo pois preciso do aparelho urgente .",1,negativo
"Só recebi os dois refis... não recebi o kit com a capa e película, a qual consta entregue.... o que devo fazer???",1,negativo
Show,5,positivo
coprei tres ítens faltou entregar um,3,neutro
ótimo,5,positivo
RECOMENDO EXCELENTE,5,positivo
"A embalagem do produto não confere com a do site. A que recebi veio com o ""HD"" na vertical e na parte superior, alem da descrição não ser a mesma que a embalagem do site.",4,positivo
Péssimo Não recebi o produto corretamente e não obtive resposta ao questionamento que fiz. Comprei o produto com 120 cápsulas e recebi apenas o de 60 cápsulas.,1,negativo
"Produto entregue bem antes do prazo, super recomendo!!!1",5,positivo
a compra foi feita no dia 11/04/2017 e ate o momento nao foi entregue,2,negativo
Excelente,5,positivo
Expectativa correspondida.,5,positivo
Mercadoria recebida em perfeita ordem e antes do prazo previsto.,5,positivo
Compro varias vezes da lannister.com. Sempre satisfeito,5,positivo
Produto bom corta bem os pelos,4,positivo
"As descrições desse relógio não diz o tamanho da caixa, aparentemente mostra ser grande, por ser masculino, mas é pequeno. Não gostei. 
Vou tentar repassar e não perder o dinheiro.",1,negativo
"Você compra um mp3 player, para ouvir suas músicas em mp3, certo? Errado. O produto veio arranhado, não carrega mp3, testei vários cabos, vários pcs e nada. Cobraram 40 reais para algo ruim e quebrado",1,negativo
"O site é seguro, a navegação é ágil, os parceiros, confiáveis, os produtos são honestos e sempre entregam antes do prazo.",5,positivo
Entregue no prazo,3,neutro
"Na descrição do produto quando fui efetuar a compra, estava detalhado os pentes de disfarce.
Quando recebe o produto verifiquei e notei que não havia os pentes 0.5 e 1.5",1,negativo
8,4,positivo
Produto de ótima qualidade..entregue antes de prazo..recomendo ..obg,5,positivo
Ótimo,5,positivo
"O produto não é exatamente como anunciado na imagem, é da mesma marca, mas não confere com a imagem",4,positivo
"Funciona bem! Funciona bem, mas os botões são altos e mais duros que o original.",4,positivo
"O produto muito bom, só que veio com 3 arranhões em uma das portas.",3,neutro
"A loja entrou em contato comigo quase um mês depois , me dizendo que , não tinha o produto que me foi vendido e por isso não me entregou !",1,negativo
Ótimo atendimento,5,positivo
Produto e prazo Ok.,5,positivo
O produto chegou conforme o descrito.,5,positivo
Luminária muito bonita A luminária é muito bonita e o atendimento foi perfeito. Estou muito satisfeita.,5,positivo
Ótimo Comprei e compro sempre no site lannister targaryeno,4,positivo
A cadeira tem uma das pernas menor que as outras.,1,negativo
O melhor negócio é comprar com segurança e rapidez. Valeu!,5,positivo
"Bom dia! Paguei pelo produto e pelo frete para ser entregue na minha casa, mas o produto está no correios e adificuldade de retirar é enorme. Muito insatisfeita.",2,negativo
"É bem prático, bastante autônomo e faz muito bem a limpeza. Não tenho do que reclamar...",5,positivo
Ótimo o prosto.,5,positivo
"Super recomendo.  Ótimo produto, entregue antes da data prevista.",5,positivo
"Tudo OK Além do bom preço que a loja oferece, o produto chegou antes do prazo estipulado.

Recomendo!",5,positivo
Bom,5,positivo
"Satisfeito com a capinha, chegou antes do prazo. Espero que dure bastante tempo, pois ela é de couro né.",5,positivo
"É muito bom comprar nesta loja!
(Só que os Correios não enviou aviso para que o objeto fosse retirado)",5,positivo
"Recebi antes do prazo estipulado, em perfeitas condições.",5,positivo
Bom dia eu fiz uma compra de 03 peças só mim entregarou só 01 a caixa não estava violada,1,negativo
Poderia ser mais claro nas informações das dimensoes.,3,neutro
"Recebi só 1 de 3 itens O site do stark consta meu pedido como totalmente entregue, mas recebi apenas 1 de 3 itens. Já comprei antes com a targaryen e gostei, a entrega foi super rápida. Mas não concordo com constar meu pedi",2,negativo
"Só acho que poderia ser um pouquinho mais barato.
no mais foi ótimo a relação.",4,positivo
8,4,positivo
Recebido dentro do prazo e em perfeito estado.,5,positivo
Mostra a foto com uma medida e entrega diferente do pedido.,1,negativo
"Bom relógio  Estiloso e moderno. Gostei, ótimo custo benefício.",4,positivo
Produto em Perfeito estado. Qualidade dentro do padrão.,5,positivo
Não recebi o produto Comprei o rímel tango de embalagem vermelha e recebi outro produto. Entrei em contato com a lannister solicitando informações para a troca e até agora ninguém respondeu.,1,negativo
Chegou antes do prazo prometido,5,positivo
Recomendo,5,positivo
O produto não foi entregue. E eu não posso ficar o tempo todo em casa aguardando. Tenho que trabalhar.,1,negativo
"recomendo A Empresa responsável já está enviando o 
produto correto. 
Foram muito atenciosos",5,positivo
Recomendo esta compra,5,positivo
ótima,5,positivo
Chegou bem antes do previsto! Parabens!,5,positivo
Ótimo Parabéns.,5,positivo
Rápidos na entrega  Recebi antes do prazo,5,positivo
O produto parece bom. O acabamento é bom.Vamos ver a durabilidade.,5,positivo
"Recomendo, porém meu produto veio com avaria, a bacia veio amassada.",3,neutro
"MUITO BOM, MAS DEVERIA ESPECIFICAR MAS SOBRE O PRODUTO....",5,positivo
"Comprei a película para celular e não recebi. Houve problema com o pacote no meio do caminho, abri reclamação no correio, no site da lannister, e nada foi feito para resolver, não tive nenhum retorno",1,negativo
Ótimo produto. Recebi 8 dias antes do prazo estipulado para entrega.,5,positivo
chegou antes da data,4,positivo
*********** muito bom.,5,positivo
Cumpriu todos prazos e mercadoria de acordo,4,positivo
"Bom produto , divisórias O produto é bom, mas no anúncio não constam as medidas o que é muito importante pra se fazer um investimento dessa ordem! Arrisquei e é comprei mesmo sem ter as medidas mas foi um risco desnecessário",5,positivo
xxxxx,5,positivo
Chegou direitinho,4,positivo
Entrega Boa,5,positivo
Muito bom,5,positivo
"Eu recebi 01, ainda falta chegar o outro....",4,positivo
"Produto com defeito Prezados, recebi o produto até antes do prazo previsto. Porém, a pipoqueira não funcionou. Exalou um cheiro de queimado e pulou um milho de pipoca sem estourar. A voltagem está correta. Peço troca.",4,positivo
Foi mandado conforme o combinado,4,positivo
Boa loja,5,positivo
Adorei agora só aprender a usá-lo.,5,positivo
Ótimo produto  Gostei do que comprei e ficou muito legal na moto,4,positivo
Produto entregue  Produto entregue antes do prazo. Loja confiável,5,positivo
"Gostaria de aber o que houve com a entrega do kit do jogo de lençol, pois ainda não recebi, foi entregue apenas o kit cobre leito. Desta forma, gostaria de saber o que aconteceu com o jogo de lençol?",1,negativo
tudo certo,5,positivo
10,5,positivo
Gostei muito do produto.,5,positivo
Recebi antes do prazo e amei o produto.,5,positivo
ate presente momento nao recebi a a ultima cuba,2,negativo
Os nichos vieram com um péssimo acabamento.,3,neutro
"não recomendo os pendentes vieram descascando, um deles amassado e com o acabamento dourado com defeitos.",1,negativo
"Fiz a solicitação de cancelamento do pedido e não obtive resposta da empresa. Ainda por cima consta no site como produto entregue, porém não o recebi.",1,negativo
Entrega super rápido. Produto bom,5,positivo
"Recebi o produto, dentro da data. Porém quando fui abrir, percebi que o lacre tinha sido violado e estava faltando a bateria do apresentador. Mas como não conferi durante recebimento...",4,positivo
Produto de acordo com o anunciado e entregue antes da expectativa.,5,positivo
Ok,2,negativo
Não recebi nem uma satisfação pelo atraso,1,negativo
"Bem embalado,e na data prevista.
Super recomendo,super confiáveis.",5,positivo
10,5,positivo
Não gostei. Não gostei do tratamento ao cliente faz pouco caso não esto contento com a loja.,1,negativo
Poderia especificar o tamanho do produto,4,positivo
Produto bom e entregue no prazo. Parabéns lannister e empresa terceirizada. Bela parceria.,5,positivo
Estou no aguardo do produto !!,1,negativo
Ótima Entrega antes do prazo previsto. Produto correto.,5,positivo
Esse produto não foi entregue,1,negativo
Ainda não recebi o cinto.,1,negativo
Veio perfeito do feito que eu queria super recomendo.,5,positivo
"Chegou antes do prazo, produto de acordo com o anunciado,",4,positivo
Produto não entregue e loja não deu satisfação após contato.,1,negativo
"Produto lindo, veio muito bem embalado. Dentro do prazo.",5,positivo
Produto veio conforme anunciado. Chegou rápido e bem embalado.,4,positivo
"Vendedor  Excelente vendedor, entrega antes do prazo e o produto muito bom.",5,positivo
"a voltagem aqui e 220 v e veio 110 v , mas ja contactei e o fabricante fui prontamente atendido.",4,positivo
Eu recebi um produto! E como descrito na nota eu paguei por 2 produtos,1,negativo
excelente,4,positivo
"Excelente, entrega dentro prazo.",5,positivo
Está cada vez mas ruim,1,negativo
Boa tarde nao recebi minha marmiteira ainda e ja passou do prazo oque ouve ?????,3,neutro
"Super Recomendo Chegou antes do prazo, custo beneficio muito bom!",5,positivo
"Tudo correto,foi como eu esperava.",5,positivo
Recomendo a loja e o produto,4,positivo
"Não Utilizei ainda, mas chegou bem rápido",4,positivo
Gostei foi entregue andes da data isso é muito bom .,5,positivo
"Muito bom , produto sensacional, entrega super rápida chegou antes do prazo.

Parabéns.",5,positivo
"O produto veio correto, porém um dos potes vieram com o imã do lado errado. E a parte de solda do gancho veio marcado. Fora isso gostei do produto, so devem dar um pouco mais de atenção aos detalhes",3,neutro
Recebemos apenas uma luminária e o pedido era duas. Estamos aguardando resposta da loja.,1,negativo
Veio mais rápido que o prazo,5,positivo
Cadê meu produto Já to a tempo esperando e a unica mensagem que recebi foi que meu pedido não foi enviado e depois nada.,2,negativo
Produto entregue nos conformes,5,positivo
"ACHO QUE DEVERIA ACOMPANHAR UM MANUEL E CADERNO DE RECEITAS EM PORTUGUES,PORQUE AGENTE RECEBE O PRODUTO E TEM QUE PESQUISAR OU PEDIR RECEITAS DE CREPE.
O MANUAL NÃO AJUDA NO CASO DE ALGUMA DIFICULDAD",5,positivo
"Meu pedido foi entregue dentro do prazo, extremamente rápido, 1/3 do tempo previsto e sem nenhum problema ou algo afim.",5,positivo
"Gostei muito, recomendo a outra pessoa.",5,positivo
Não recebi o produto aind O produto ainda não chegou,1,negativo
Ótima Muito bom produto,5,positivo
A respeito da entrega saiu tudo conforme protocolo mais infelizmemte o produto veio com avaria,3,neutro
"Recomendo !  Produto venho em ótimo estado 
Perfeitamente lacrado 
Chegou bem antes do prazo ! Recomendo !",5,positivo
"Otimo produto A cabana é bem ventilada, muito facil de nontar e linda recomendo com certeza.",5,positivo
"Não posso dizer que não recomendo a loja, pois acredito que o problema na entrega foi com a transportadora (correios). Não deixaria de comprar com a loja por conta deste problema na entrega.",1,negativo
Produto entregue no dia exato.,5,positivo
"Comprei, o prazo de entrega já se esgotou e ainda não recebi, tentei cancelar, mas o vendedor diz estar tendo problemas com os Correios",2,negativo
"Excelente produto, recomendo.",5,positivo
"Produto veio conforme anuncio, entrega dentro do prazo.",5,positivo
muito bom! Tenho comprado com você e tem sido bom! Espero que novas compras possam ser feitas e os resultados sejam os mesmo..,4,positivo
Comprei 2 produtos e $ó recebi (01) um.,1,negativo
bom pode comprar,4,positivo
"Bom! Achei que o quadro seria maior, mas mesmo assim ficou mto bom!",4,positivo
Excelente,5,positivo
Ótimo e antecipado,5,positivo
"produto mal acabado,deixa muito a desejar,qualidade do tecido ruim",3,neutro
ótimo,5,positivo
Péssimo Comprei um produto e recebi outro!!! Totalmente insatisfeita.,1,negativo
muito bom eu gosto de comprar os produtos de vcs.,5,positivo
CONTENTE CONTENTE COM AENTREGA,5,positivo
Adorei ressebi certinho antes da data prevista de entrega,5,positivo
Excelente!,5,positivo
"ótimo produto, atendeu as exigências.",5,positivo
"Ótimo Muito bom .
Opno sobre este produto",5,positivo
"Minha filha adorou, bom material e ótimo preço!
Recomendo!",5,positivo
Infelizmente ainda não recebe o produto,1,negativo
Muito bom,5,positivo
"Otimo!!! Chegou em 7 dias corridos, super recomendo!! Permfume maravilhosooooooooooooooooooo!!!",5,positivo
"gosto, muito!",5,positivo
"muito pequeno Muito bom, porém muitooo pequeninho ... mas tem dois lados e um lado com aumento.",3,neutro
"Produto chegou antes do prazo e em perfeito estado, veio embalado com várias camadas de proteção. A guitarra é linda! Muito bom, recomendo!",5,positivo
"Veio conforme o combinado! Recomendo!
Vou instalar na moto ainda... mas visualmente o material é muito bom!",5,positivo
super recomendo gostei do atendimento,5,positivo
"Mercadoria nao veio conforme pedido, com certeza erro na hora da conferencia e agora
Q transtorno",2,negativo
"Ótimo vendedor, recebi o produto um dia após a compra, em perfeitas condições. Foi super rápido, surpreendeu-me, - sem a menor dúvida recomendo a todos.",5,positivo
Nota 10 Tudo conforme planejado,5,positivo
"Gostei muito entrega rápida, parabéns baratheon...",5,positivo
Amei,5,positivo
"maleta do produto de péssima qualidade, e veio quebrada",1,negativo
Mto bom tapete universal,5,positivo
Recomendo!!! Recebi o produto dentro do prazo!!! No dia que chegou ja testei e adorei o produto!!!,5,positivo
Otimo Otimo,5,positivo
"Ótimo atendimento, e entrega antes do prazo.",5,positivo
Gostei muito do produto. Chegou perfeito e tem excelente qualidade.,5,positivo
super recomendo,5,positivo
"Nem pude testar o produto, nem sei que bateria usá-la, manual em inglês, veio sem bateria, onde adquiri-la?",2,negativo
Produto não corresponde Comprei uma garrafa que era pra ser térmica e de térmica não tem nada,1,negativo
Nós compramos 5 pufs mas só foram entregues 4,2,negativo
Esxelente,5,positivo
exelente chegou antes da data prevista adorei. iraci,5,positivo
Gostei muito,5,positivo
"Ao encher a boia percebia que estava esvaziando rapidamente, coloquei na água para procurar melhor e descobri que tem dois pontos de cola com defeito. Preciso que a boia seja trocada.",2,negativo
"entrega rapida 
produto muito bem embalado e sem avarias",5,positivo
"Ainda não usei o produto, mas gostei do que vi, muito bom!!!",4,positivo
perfeito,5,positivo
"O tecido das fronhas não vieram com etiqueta da composição. Por isso, não sei se eh poliéster ou cetim de verdade.",4,positivo
"Produto chegou antes do previsto. Ótimo acabamento preço acessível, atendeu as expectativas com relação a treinamento .",5,positivo
Muito satisfeito Produto muito bom de alta qualidade.,5,positivo
Não quero mais o produto,1,negativo
Olá BOM DIA Ñ recebir meus pididos escova progressiva Salvatore Ok,1,negativo
"Ruim Não foi como o esperado o produto foi parcialmente entregue,comprei 6 baldes de 15 kilos de impermeabilizante e recebi 5 falta 1 fiz uma reclamação porém não obtive resposta ainda,no aguardo",2,negativo
"Não recebi, pedi reembolso e o crédito não entrou na conta",1,negativo
"Paguei por dois produtos..
Só entregaram um
Vou recorrer na justiça",1,negativo
Entrega rápida A previsão para a entrega era para o dia 19/09/18 e me foi entregue no dia 26/08/18 em perfeito estado. Parabéns a todos!,4,positivo
"falta de respeito pelo consumidor, não dão satisfação sobre o atraso e a lojas lannister não dispõe de um call center onde possamos falar com um atendente.
MERECEMOS RESPEITO
CLIENTE lannister TRA",1,negativo
"Tudo certo! O produto chegou antes do prazo, processo ok!",5,positivo
Chegou conforme esperado. Obrigada,5,positivo
"Pessimo Comprei um Produto , e veio outro completamente diferente !!!!!",1,negativo
"O produto é bom, porém imaginava que fosse maior..",4,positivo
"Gastei com o frete de 15 reais! É gastei também para ir buscar a mercadoria nos Correios,porque vocês não entregaram em minha residência.",1,negativo
super recomendo muito bom,4,positivo
Produto nao foi entrege Compra foi feita no dia 17 e ainda não recebi o produto.,1,negativo
Ótima,5,positivo
"VEIO TUDO OK, E DENTRO DE MINHA ESPECTATIVA.",4,positivo
Otimo!,5,positivo
Satisfeito! Tudo bem! Obrigado!,4,positivo
"Produto bom O produto chegou bem embalado, sem problema algum, é leve, esquenta rápido, compraria novamente. O único problema foi a entrega, demorou cerca de uns 20 dias.",5,positivo
Material fraco Produto frágil,3,neutro
Entrega rápida Comprei em um dia e já recebi no dia seguinte.,5,positivo
Chegou bem antes do prazo e chegou sem nenhum problema. Recomendo a loja.,3,neutro
"SÓ RECEBI UM ITEM, POIS ENCOMENDEI DOIS, ESPERO RETORNO PARA SER RESOLVIDO A QUESTÃO, TENTEI LIGAR PARA O ATENDIMENTO AOS CLIENTES E NÃO CONSEGUI. FOI DESPACHADO EM 07/12/2017, PESO 1.152KG VOL,01JOSI",2,negativo
Ótima compra!,5,positivo
Produto como o da foto e descrição. Gostei! Deveria ter foto na mão de uma modelo para ter noção do tamanho... achei menor do que achava ser,5,positivo
"Loja é ótima Eu comprei umas cestas de vime, comprei 6, só que veio faltando uma tampa. Então não fiquei totalmente satisfeita! Mas o produto é muito bom!",3,neutro
"A entrega está atrasada, uma outra compra que eu fiz já chegou e essa até agora nada e olha que a outra eu fiz bem depois !",1,negativo
"Inicialmente, pedi o cancelamento do pedido devido a falta de atualização com o produto, hoje sei que é erro do APLICATIVO e não do vendedor.",4,positivo
SUPER RECOMENDO!!!,5,positivo
Produto não vem em embalagem,1,negativo
otimo produto com preço bom e entrega rapida recomendo,5,positivo
Parece frágil. Ainda não usei.,3,neutro
"ruim comprei tres rolos de papel de parede ,recebi somente 1 naoestou conseguindo entrar em contato",1,negativo
Muito satisfeito,5,positivo
"Recebi a capa errada, maior que o celular. Vou ter que devolver. E cancelar a pagamento.",1,negativo
NUNCA aconteceu isso antes com relação às minhas compras no e-commerce das Lojas lannister. NUNCA. Ainda não recebi o produto e nem sei se vou receber. Peço entrarem em contato comigo urgente.,1,negativo
má qualidade do produto,3,neutro
Bom  Produto chegou dentro do prazo e atendeu as minhas expectativas,4,positivo
"Fiz a compra de uma cabo para HD externo de 80 cm, mas me enviaram um com 50cm e ainda por cima consta na nota que o babo é de 80cm!",1,negativo
"produto errado comprei um botox plastica dos fios e me entregaram uma progressiva da zap, muito insatisfeita ...primeira vez q isso acontace",1,negativo
Comprei uma curtina q veio toda torta na costura da parte de baixo fiquei muito chatiada.,1,negativo
Produto chegou bem antes do previsto,5,positivo
"ótimo produto, de qualidade, fácil instalação e com proteção de qualidade (IP67)",4,positivo
"Nesse tipo de compra, como a gente não conhece a loja que tinha o produto e o entregou, a gente confia no stark.",4,positivo
entrega rápida.tudo certo.,5,positivo
"O relógio veio solto dentro da caixa, não tinha nenhuma caixinha dentro da caixa principal para proteger. Achei estranho pq vi na net que estes relógios sempre vem com caixinha para depois guardar.",4,positivo
"Chegou no prazo, até bem antes do prazo. Porém o material da pasta não era o que esperava.",2,negativo
Veio no prazo Bom produto,5,positivo
Entregaram no dia seguinte da compra.,5,positivo
Bom produto Chegou dentro do prazo e estou satisfeito,5,positivo
Não recebi as cadeiras Assim que receber posso avaliar,1,negativo
"Adoro comprar nas lojas lannister, tem tudo q eu preciso.adoro",4,positivo
ENTREGUE ANTES DO TEMPO ESTIPULADO MUITO BOM O ATENDIMENTO,5,positivo
"Não recebi a roda Falcon, e já foram cobrados na fatura",1,negativo
"Dificuldade na troca Logo após a compra tentei cancelar o pedido porque queria todas as cores mas não achei onde fazer isso no site. Fora isso, tudo conforme o combinado",3,neutro
"Além de bonito, bem acabado. Entregue no prazo.",5,positivo
Excelente produto. Excelente produto.,5,positivo
Excelente Compra,5,positivo
"Foi tudo muito bem, entregaram antecipado veio tudo bem. Obrigado eu recomendo.",5,positivo
muito satisfeito,5,positivo
10 otimo e rapido,5,positivo
Boa compra. REcomendo,5,positivo
Ainda estou aguardando a entrega do produto!,1,negativo
obrigado,5,positivo
Parabéns,5,positivo
Tenho uma sugestão. O prato de microondas que comprei não serve exatamente no meu aparelho. Gostaria que o site nos desse uma lista de aparelhos que fossem compatíveis com o produto. vitando surpresa.,3,neutro
Pensei que as toalhas fosse mas grossa ela são bem finas,2,negativo
"então; adorei entrega rapida, produto ótimo do jeitinho que eu esperava, valeu mesmo, o unico probleminha, ... uma peça veio quebrada.",4,positivo
"O produto tem-se mostrado excelente, só não dei cinco estrelas pois demorou chegar, no entanto, o atraso foi por conta dos correios.",4,positivo
"Informaram q o produto não chegou nos correios em Porto Alegre, enviei mensagem e estou aguardando o retorno.",1,negativo
"Chegou até antes do previsto , só não gostei pq a peça parecia maior no anúncio.",4,positivo
"Me enviaram uma mesa errada, produto que neste mesmo site custa metade do valor.",1,negativo
Ótimo !!!! ameiii dms... chegou muito antes da data prevista.,4,positivo
Produto ainda não foi entregue e não sai do mesmo status há dias.,1,negativo
Bom,5,positivo
produtos entregue no praz produto de qualidade e entrega dentro do prazo,5,positivo
Entrega parceladas Não gostei da entrega em várias datas diferentes! Diferente de todas compras feitas on-line que utilizo!,4,positivo
Entrega de prazo,5,positivo
Nada a reclamar recebi com antecencia ao marcado.,2,negativo
Não recomendo,1,negativo
Entrega rápida e produto maravilhoso! !,5,positivo
"Perfeito Chegou bem rápido ,achei que ia demora por conta da greve mas foi rápido",5,positivo
"Recebi produto da mesma linha comprada, porém a gramatura e descrição não conferem com produto comprado.",1,negativo
Tudo certo com produto e entrega antes do prazo!,5,positivo
"Pingente venho num saquinho 
Pelo menos uma caixinha , ficou devendo",3,neutro
O poblema é só a demora,3,neutro
Recebido antes da data e produto top!!!,5,positivo
atrasou a entega,1,negativo
Super indico. Parabéns Loja americana.. bem antes do prazo! 👏,5,positivo
"Entrega nota 10 Entrega feita bem antes do prazo estabelecido, super recomendo.",5,positivo
Frustado com esta compra fiz compra pensando q a máquina era whals e chegou uma qirui d péssima qualidade chegou já sem funcionar motor sem potência n corta nada n indico está máquina pra ninguém,1,negativo
"a capa era de galaxy note 8 e veiod e galaxy s8
nao serve no celular",1,negativo
O melhor!!!,5,positivo
"Por ora, ñ recomendo a empresa targaryen pois ñ foi entregue a mercadoria!!!!Prazo dia 02/06/17 sempre teve alguém em casa esperando pela entrega.",1,negativo
Muito bom comprar no baratheon,5,positivo
Chegou antes do prometido.,5,positivo
Linda Manta A manta é muito bonita e um tecido muito bom! Recomendo,5,positivo
"NÃO RECOMENDO RECEBI O PRODUTO COM O CONTROLE QUEBRADO, JA MANDEI E-MAIL PEDINDO PARA TROCAR, MAS NÃO ME RESPONDERAM.",1,negativo
muito bom,5,positivo
"A bolsa é de boa qualidade, bonita e versátil ao dia-a-dia. 
Além disso, a entrega foi super rápida.",5,positivo
Eu achei que a loja demora demais pra entregar o produto e o frete é caro,2,negativo
"Muito boa! lannister ESTÁ DE ""PARABÉNS"" POR SEMPRE ENTREGAR AS MERCADORIAS ANTES DOS PRAZOS!",5,positivo
Ótimo produto  Amei,5,positivo
Caixa de pesca já chegou mas falta capa do Xbox e canivete,4,positivo
Produto e um pouco difrente da foto mas tudo certo,4,positivo
Realmente enviaram o que prometeram e chegou no prazo determinado,5,positivo
Produto não atende a especificação técnica. Atenção. Sou engenheiro eletricista. Produto de baixa qualidade.,1,negativo
Nota 10 Muito bom continuem assim!,5,positivo
Só foi dado como indisponível muito tempo depois da compra e eu deixei de comprar com outra na promoção também mais perdi acreditando que ja estava a caminho,1,negativo
Qualidade e Rapidez!!!!!!!!!!!!!!!!!!!!!!!!!!!,4,positivo
ENTREGA EM DESACORDO,1,negativo
8 Gostei Obrigado,5,positivo
"Ótimo custo benefício, funciona bem.",5,positivo
"Chegou antes do prazo Produto bom, preço bom e a entrega chegou antes do prazo...",5,positivo
Ótimo produto! Recomendo,5,positivo
OK ok,4,positivo
"Excelente Entrega excelente, ainda não instalei o produto !",5,positivo
Na verdade a entrega foi feita antes do prazo indicado na hora da compra.,4,positivo
Produto de excelente qualidade !,4,positivo
Recomendo Tudo como o prometido.,5,positivo
O produto até a presenta data ainda não foi entregue,1,negativo
Adorei a pontualidade!,4,positivo
não recebi meu produto quero meu dinheiro de volta,1,negativo
"Muito bom, entregue antes do prazo... recomendo",4,positivo
Comprei num dia recebi no outro,5,positivo
Muito bom Muito bom! Veio muito bem embalado e chegou antes do prazo!,4,positivo
E bom custo/benefício !,4,positivo
"Comprei 2 transformadores iguais, porém na entrega veio apenas um. Como proceder agora?",1,negativo
"Não é o mesmo produto Eu solicitei uma extensão elétrica com 3 entradas, ou seja deveria ser igual o da foto. 
Porém não vou realizar a troca, pois não tenho tempo de ir ao correio fazer a devolução.",2,negativo
Recomendo,5,positivo
PRODUTO ENTREGUE ANTES DO PRAZO. SUPER RECOMENDO.,5,positivo
O produto chegou no prazo e bem embalado. Eu recomendo.,5,positivo
tudo excelente,5,positivo
comprei duas cadeiras porem foi entregue apenas uma,1,negativo
"O produto chegou estourado, vazando creme pelas beiradas",2,negativo
Eu recebi só um produto e eu pedi 4,2,negativo
05 Não goste da qualidade do produto .Por ser embalado de forma inadequada a tinta soltou .,1,negativo
"Meu produto foi devolvido pelo os correio e a loja não me passou nenhuma informação até hoje.
Estou aguardando!
Vou espera essa semana se não eu vou cancela a compra.",1,negativo
"Ruim  O produto é de péssima qualidade, a furacão não se encaixa com a do veículo, e olha que o para barro corresponde ao modelo do carro, o plástico é ruim , é gual ao de pote de margarina.",1,negativo
"O entregador contratado não permitiu a conferenciado produto antes da assinatura do boleto.
Ameaçou levar a entrega embora.
Assim q assinei, saiu correndo.
Não entregou a NF.
Extremamente grossei",1,negativo
Na realidade nao aguardava tão rápido superou minha rspectativa.,5,positivo
Estou satisfeita,4,positivo
"ótimo fornecedor, ótima aquisição.",5,positivo
"PRODUTO ENTREGUE VAZANDO DENTRO DA CAIXA NÃO TEM UM CUIDADO SE QUER COM PRODUTO, A ENTREGA FOI ANTES DO PRAZO.",1,negativo
"O produto chegou dentro do prazo, bem embalado, 
A descrição não era muito clara e detalhada, então fiquei contente em perceber que o produto era mais legal do que eu tinha imaginado que seria.",4,positivo
muito bom,4,positivo
"Excelente em tudo, sem reclamações...",5,positivo
Produto com defeito produto com defeito,2,negativo
Muito bom!,4,positivo
"Muito bom, produto excelente, chegou mega rapido",5,positivo
Excelente entrega rápida ótimos produtos continuam assim parabéns,5,positivo
otima,5,positivo
"Sempre compro e sempre recebo tudo certinho.
NOTA 10.",5,positivo
Ótimo,4,positivo
"Muito satisfeita com o produto, entrega e a praticidade do site.",5,positivo
Produto chegou no prazo certo.,5,positivo
"Entrega super rápida, chegou bem antes do prazo, o produto veio certinho. Recomendo. Muito satisfeita.",5,positivo
"Chegou antes do prazo, produto muito bom!",4,positivo
Gostei,5,positivo
A única coisa que desagradou foi que as os parafusos vieram soltos e caixa estava amassada e rasgada. Não colocaram em um saco plástico simples.,5,positivo
Após a compra a loja informa que por um erro de comunicação interna o produto não está em estoque mais e o pedido será cancelado e o valor estornado.,1,negativo
Ótimo produto,4,positivo
"Olá Boa tarde eu comprei foi pratos de louça nãfo de plástico. ...
Se soubesse que era de plásticos não tinha comprado..",1,negativo
"Muito linda tecido excelente recomendado.
A única coisa que não gostei foi do valor dos fretes. Podia ser frete único e mais em conta.",5,positivo
"Entrei em contato com a empresa 3 vezes e não obtive resposta em nem uma das vezes.
Uma falta de respeito com o cliente.
O prazo já venceu e meu produto não chegou.",1,negativo
Amei a atenção dada pelo fornecedor!!,5,positivo
"melhor custo beneficio  A cortina atende todas as especificações, veio no tamanho certo, cor certa, do jeitinho da descrição. Tão boa que voltei e comprei mais duas. Recomendo.",5,positivo
entregue antes do prazo,5,positivo
recomendo,5,positivo
Perfeito,5,positivo
"O produto que recebi é um ""sacolão"" de plástico sem forro algum... Pelo preço era o esperado porém, se não tem forro, não deveria constar na descrição do produto.",3,neutro
"FIZ UMA COMPRA E A ENTREGA FOI DIVIDIDA EM 3, SÓ RECEBI 1 PRODUTO ATE AGORA, ABSURDO",1,negativo
"Acho a loja de extrema confiança porém comprei esse produto e não recebi uma almofada, é um par. Insatisfeito!",1,negativo
"Otimo Produto!! Produto muito bom, veio super embalado e muito protegido!! recomendo a todos que forem comprar!!! podem comprar sem medo, que é de otima qualidade!!",5,positivo
"Me surpreendeu a entrega,bem antes do prazo. Produto super bem embalado.",5,positivo
"Apesar de constar como entregue no histórico de pedidos, nada foi entregue.",1,negativo
"Até agora não recebi o produto. Encaminhei e-mail pra vcs e recebi apenas uma informação dizendo que aguardasse a entrega até o dia 05, mas, até agora, NADA.",1,negativo
"maravilhoso! Ameeeeei em tudo o produto, chegou beeem antes da data prevista, só elogios! Continuem assim",5,positivo
Estou muito chateada pois aguardei e até agora nada.,1,negativo
"Relógio  Produto chegou, mas a qualidade é bem baixa.",3,neutro
"informaram que o produto foi entregue em 24/3 , não confirmo a informação! Peço informar local , horario e quem recebeu ?",1,negativo
ótimo produto.,5,positivo
